movie_link,movie_name,movie_author
https://movie.douban.com/subject/1291875/,阳光灿烂的日子,"
导演:姜文WenJiang   主演:夏雨YuXia/宁静JingNing/陶虹HongTao"
https://movie.douban.com/subject/1652587/,阿凡达,"
导演:詹姆斯·卡梅隆JamesCameron   主演:萨姆·沃辛顿SamWorthington..."
https://movie.douban.com/subject/3072124/,玛丽和马克思,"
导演:亚当·艾略特AdamElliot   主演:托妮·科莱特ToniCollette/菲利..."
https://movie.douban.com/subject/1297630/,第六感,"
导演:M·奈特·沙马兰M.NightShyamalan   主演:布鲁斯·威利斯BruceWi..."
https://movie.douban.com/subject/6985810/,狩猎,"
导演:托马斯·温特伯格ThomasVinterberg   主演:麦斯·米科尔森MadsMik..."
https://movie.douban.com/subject/1297192/,致命ID,"
导演:JamesMangold   主演:JohnCusack/RayLiotta/AmandaPeet"
https://movie.douban.com/subject/1291999/,重庆森林,"
导演:王家卫KarWaiWong   主演:林青霞BrigitteLin/金城武TakeshiK..."
https://movie.douban.com/subject/1418834/,断背山,"
导演:李安AngLee   主演:希斯·莱杰HeathLedger/杰克·吉伦哈尔Jake..."
https://movie.douban.com/subject/1298070/,加勒比海盗,"
导演:戈尔·维宾斯基GoreVerbinski   主演:约翰尼·德普JohnnyDepp/..."
https://movie.douban.com/subject/1294371/,摩登时代,"
导演:查理·卓别林CharlesChaplin   主演:查理·卓别林CharlesChaplin..."
https://movie.douban.com/subject/25807345/,彗星来的那一夜,"
导演:詹姆斯·沃德·布柯特JamesWardByrkit   主演:艾米丽·芭尔多尼Em..."
https://movie.douban.com/subject/1294638/,E.T.外星人,"
导演:StevenSpielberg   主演:HenryThomas/DeeWallace/RobertMacNa..."
https://movie.douban.com/subject/1291992/,末路狂花,"
导演:雷德利·斯科特RidleyScott   主演:吉娜·戴维斯GeenaDavis/苏..."
https://movie.douban.com/subject/1428175/,血钻,"
导演:爱德华·兹威克EdwardZwick   主演:莱昂纳多·迪卡普里奥Leonardo..."
https://movie.douban.com/subject/1418200/,傲慢与偏见,"
导演:乔·怀特JoeWright   主演:凯拉·奈特莉KeiraKnightley/马修·..."
